_id,year,month,date,time,location,indicator,unit,value,note
3194,2023,January,01-01-2023,13:00,MALAKPET,RH,%,34.4,
3195,2023,January,01-01-2023,13:00,MALAKPET,NO,ug/m3,9.56,
3196,2023,January,01-01-2023,13:00,MALAKPET,WS,m/s,0.04,
3197,2023,January,01-01-2023,13:00,MALAKPET,NOx,ppb,14.72,
3198,2023,January,01-01-2023,13:00,MALAKPET,Xylene,ug/m3,3.23,
3199,2023,January,01-01-2023,13:00,MALAKPET,NH3,ug/m3,11.17,
3200,2023,January,01-01-2023,13:00,MALAKPET,Toluene,ug/m3,1.64,
3201,2023,January,01-01-2023,13:00,MALAKPET,ETHBENZ,ug/m3,3.62,
3202,2023,January,01-01-2023,13:00,MALAKPET,SR,W/m2,374.3,
3203,2023,January,01-01-2023,13:00,MALAKPET,MP-Xylene,ug/m3,5.01,
3204,2023,January,01-01-2023,13:00,MALAKPET,Ozone,ug/m3,15.49,
3205,2023,January,01-01-2023,13:00,MALAKPET,Temp,degreC,27.05,
3206,2023,January,01-01-2023,13:00,MALAKPET,Benzene,ug/m3,1.02,
3207,2023,January,01-01-2023,13:00,MALAKPET,CO,mg/m3,0.55,
3208,2023,January,01-01-2023,13:00,MALAKPET,SO2,ug/m3,10,
3209,2023,January,01-01-2023,13:00,MALAKPET,PM10,ug/m3,64.96,
3210,2023,January,01-01-2023,13:00,MALAKPET,PM2.5,ug/m3,39.93,
3436,2023,January,01-01-2023,14:00,MALAKPET,Xylene,ug/m3,3.22,
3437,2023,January,01-01-2023,14:00,MALAKPET,RH,%,30.11,
3438,2023,January,01-01-2023,14:00,MALAKPET,Temp,degreC,29.58,
3439,2023,January,01-01-2023,14:00,MALAKPET,SR,W/m2,340.2,
3440,2023,January,01-01-2023,14:00,MALAKPET,Toluene,ug/m3,1.67,
3441,2023,January,01-01-2023,14:00,MALAKPET,NO2,ug/m3,5.43,
3442,2023,January,01-01-2023,14:00,MALAKPET,NO,ug/m3,9.53,
3443,2023,January,01-01-2023,14:00,MALAKPET,PM10,ug/m3,68.5,
3444,2023,January,01-01-2023,14:00,MALAKPET,PM2.5,ug/m3,44.51,
3445,2023,January,01-01-2023,14:00,MALAKPET,NOx,ppb,14.92,
3446,2023,January,01-01-2023,14:00,MALAKPET,CO,mg/m3,0.74,
3447,2023,January,01-01-2023,14:00,MALAKPET,SO2,ug/m3,9.78,
3448,2023,January,01-01-2023,14:00,MALAKPET,NH3,ug/m3,11.14,
3449,2023,January,01-01-2023,14:00,MALAKPET,MP-Xylene,ug/m3,5.04,
3450,2023,January,01-01-2023,14:00,MALAKPET,ETHBENZ,ug/m3,3.62,
3451,2023,January,01-01-2023,14:00,MALAKPET,Benzene,ug/m3,1.02,
3452,2023,January,01-01-2023,14:00,MALAKPET,Ozone,ug/m3,15.47,
3453,2023,January,01-01-2023,14:00,MALAKPET,WD,DEGREE,102.57,
3454,2023,January,01-01-2023,14:00,MALAKPET,WS,m/s,0.04,
3680,2023,January,01-01-2023,15:00,MALAKPET,ETHBENZ,ug/m3,3.56,
3681,2023,January,01-01-2023,15:00,MALAKPET,Toluene,ug/m3,1.66,
3682,2023,January,01-01-2023,15:00,MALAKPET,SO2,ug/m3,9.86,
3683,2023,January,01-01-2023,15:00,MALAKPET,Benzene,ug/m3,0.99,
3684,2023,January,01-01-2023,15:00,MALAKPET,NO2,ug/m3,5.32,
3685,2023,January,01-01-2023,15:00,MALAKPET,NO,ug/m3,9.41,
3686,2023,January,01-01-2023,15:00,MALAKPET,NOx,ppb,14.9,
3687,2023,January,01-01-2023,15:00,MALAKPET,Ozone,ug/m3,15.35,
3688,2023,January,01-01-2023,15:00,MALAKPET,NH3,ug/m3,11.28,
3689,2023,January,01-01-2023,15:00,MALAKPET,CO,mg/m3,1.14,
3690,2023,January,01-01-2023,15:00,MALAKPET,Temp,degreC,30.35,
3691,2023,January,01-01-2023,15:00,MALAKPET,PM2.5,ug/m3,63.92,
3692,2023,January,01-01-2023,15:00,MALAKPET,SR,W/m2,215.4,
3693,2023,January,01-01-2023,15:00,MALAKPET,WS,m/s,0.02,
3694,2023,January,01-01-2023,15:00,MALAKPET,WD,DEGREE,85.35,
3695,2023,January,01-01-2023,15:00,MALAKPET,RH,%,28.02,
3696,2023,January,01-01-2023,15:00,MALAKPET,Xylene,ug/m3,3.26,
