_id,year,month,date,time,location,indicator,unit,value,note
3840,2023,August,01-08-2023,18:00,MALAKPET,SR,W/m2,58.2,
3841,2023,August,01-08-2023,18:00,MALAKPET,RH,%,65.74,
3842,2023,August,01-08-2023,18:00,MALAKPET,MP-Xylene,ug/m3,1.69,
3843,2023,August,01-08-2023,18:00,MALAKPET,Xylene,ug/m3,1.85,
3844,2023,August,01-08-2023,18:00,MALAKPET,RF,m m,0,
3845,2023,August,01-08-2023,18:00,MALAKPET,Benzene,ug/m3,0.95,
3846,2023,August,01-08-2023,18:00,MALAKPET,NH3,ug/m3,12.7,
3847,2023,August,01-08-2023,18:00,MALAKPET,Ozone,ug/m3,12.17,
3848,2023,August,01-08-2023,18:00,MALAKPET,PM2.5,ug/m3,28.93,
3849,2023,August,01-08-2023,18:00,MALAKPET,NO,ug/m3,2.84,
3850,2023,August,01-08-2023,18:00,MALAKPET,SO2,ug/m3,10.62,
3851,2023,August,01-08-2023,18:00,MALAKPET,NOx,ppb,10.13,
3852,2023,August,01-08-2023,18:00,MALAKPET,NO2,ug/m3,7.3,
3853,2023,August,01-08-2023,18:00,MALAKPET,PM10,ug/m3,66.94,
3854,2023,August,01-08-2023,18:00,MALAKPET,CO,mg/m3,0.78,
4086,2023,August,01-08-2023,19:00,MALAKPET,Xylene,ug/m3,1.58,
4087,2023,August,01-08-2023,19:00,MALAKPET,CO,mg/m3,0.77,
4088,2023,August,01-08-2023,19:00,MALAKPET,MP-Xylene,ug/m3,1.63,
4089,2023,August,01-08-2023,19:00,MALAKPET,NOx,ppb,11.67,
4090,2023,August,01-08-2023,19:00,MALAKPET,RH,%,67.45,
4091,2023,August,01-08-2023,19:00,MALAKPET,Ozone,ug/m3,10.23,
4092,2023,August,01-08-2023,19:00,MALAKPET,SR,W/m2,0.8,
4093,2023,August,01-08-2023,19:00,MALAKPET,NO2,ug/m3,8.62,
4094,2023,August,01-08-2023,19:00,MALAKPET,RF,m m,0,
4095,2023,August,01-08-2023,19:00,MALAKPET,Temp,degreC,27.58,
