timestamp,CO,NH3,NO2,Ozone,PM10,PM2.5,SO2,AQI
2023-01-01 01:00:00,0.7,11.21,5.43,5.44,77.68,72.81,9.86,141.31689655172414
2023-01-01 02:00:00,0.48,11.14,5.41,5.25,76.8,61.84,9.88,103.86758620689656
2023-01-01 03:00:00,0.44,11.11,5.41,5.38,78.59,52.93,10.01,88.05413793103449
2023-01-01 04:00:00,0.44,11.31,5.34,5.45,73.31,46.9,9.87,77.86551724137931
2023-01-01 05:00:00,0.46,11.29,5.35,5.26,69.85,42.69,9.94,70.75206896551724
2023-01-01 06:00:00,0.53,11.08,5.4,10.24,67.71,39.74,9.96,67.71
2023-01-01 07:00:00,0.56,11.55,5.48,13.49,67.04,38.12,9.89,67.04
2023-01-01 08:00:00,0.64,11.33,5.46,15.24,69.24,41.51,9.99,69.24
2023-01-01 09:00:00,0.68,11.4,5.49,15.37,69.44,52.68,9.76,87.63172413793103
2023-01-01 10:00:00,0.55,11.36,5.49,15.22,72.75,53.5,9.86,89.01724137931035
2023-01-01 11:00:00,0.45,10.9,5.46,15.47,69.45,47.3,9.84,78.54137931034482
2023-01-01 12:00:00,0.5,10.99,5.4,15.35,66.49,42.97,9.89,71.2251724137931
2023-01-01 13:00:00,0.55,11.17,5.43,15.49,64.96,39.93,10.0,66.08862068965517
2023-01-01 14:00:00,0.74,11.14,5.43,15.47,68.5,44.51,9.78,73.82724137931034
2023-01-01 15:00:00,1.14,11.28,5.32,15.35,77.14,63.92,9.86,110.96827586206896
2023-01-01 16:00:00,0.32,11.12,5.29,15.45,74.03,57.78,9.97,96.24896551724137
2023-01-01 17:00:00,1.07,11.28,5.42,15.63,76.76,63.54,9.92,109.67103448275861
2023-01-01 18:00:00,1.06,11.46,5.41,9.47,76.59,54.33,9.77,90.4196551724138
2023-01-01 19:00:00,1.19,11.2,5.37,9.56,73.57,47.88,9.92,79.52137931034483
2023-01-01 20:00:00,1.21,11.13,5.41,8.49,76.11,43.38,9.92,76.11
2023-01-01 21:00:00,1.29,11.29,5.3,5.32,74.6,45.49,9.99,75.48310344827587
2023-01-01 22:00:00,1.16,11.19,5.47,4.61,79.52,59.68,9.86,99.45931034482759
2023-01-01 23:00:00,1.1,11.53,5.45,4.27,73.4,50.96,9.78,84.72551724137932
2023-01-02 00:00:00,0.82,11.11,5.47,3.06,71.05,45.79,9.9,75.99
2023-01-02 01:00:00,0.61,11.28,5.42,5.38,74.44,42.9,9.93,74.44
2023-01-02 02:00:00,0.49,11.35,5.38,5.32,71.38,40.96,9.8,71.38
2023-01-02 03:00:00,0.41,11.11,5.4,6.33,68.53,39.3,9.89,68.53
2023-01-02 04:00:00,0.44,11.47,5.36,7.28,67.28,40.71,9.93,67.40655172413793
2023-01-02 05:00:00,0.53,11.27,5.49,10.41,68.99,48.88,9.84,81.21103448275863
2023-01-02 06:00:00,0.51,11.3,5.4,13.38,66.85,44.2,9.94,73.30344827586208
2023-01-02 07:00:00,0.63,11.23,5.33,15.3,68.5,41.39,9.96,68.5555172413793
2023-01-02 08:00:00,0.79,11.18,5.45,15.32,69.11,39.64,9.91,69.11
2023-01-02 09:00:00,0.96,11.29,5.31,15.23,67.99,38.54,9.87,67.99
2023-01-02 10:00:00,1.18,11.19,5.47,15.39,65.83,37.57,9.86,65.83
2023-01-02 11:00:00,1.08,11.09,5.45,15.32,65.11,40.68,9.94,67.35586206896552
2023-01-02 12:00:00,0.88,11.12,5.56,15.38,67.09,50.38,10.02,83.74551724137932
2023-01-02 13:00:00,0.65,11.31,5.36,15.27,68.57,45.24,9.8,75.06068965517241
2023-01-02 14:00:00,0.91,11.21,5.33,15.38,68.42,42.16,10.03,69.85655172413793
2023-01-02 15:00:00,0.97,11.4,5.34,15.36,76.27,40.47,9.95,76.27
2023-01-02 16:00:00,0.72,11.19,5.38,15.29,76.12,40.82,9.92,76.12
2023-01-02 17:00:00,0.76,11.2,5.56,15.26,80.12,48.11,9.88,80.12
2023-01-02 18:00:00,0.91,11.38,5.56,15.41,87.68,57.28,9.87,95.40413793103448
2023-01-02 19:00:00,1.02,11.15,5.4,15.33,80.87,49.95,9.85,83.01896551724138
2023-01-02 20:00:00,0.42,11.32,5.44,15.34,81.75,53.29,9.96,88.66241379310344
2023-01-02 21:00:00,0.92,11.45,5.45,15.28,78.29,76.0,9.72,152.20689655172413
2023-01-02 22:00:00,0.92,11.0,5.28,12.43,75.95,61.9,9.96,104.07241379310344
2023-01-02 23:00:00,0.77,11.17,5.45,10.0,76.1,52.95,9.88,88.08793103448276
2023-01-03 00:00:00,0.62,11.39,5.4,5.37,73.74,47.22,9.95,78.40620689655172
2023-01-03 01:00:00,0.39,11.22,5.43,3.32,71.0,43.98,9.89,72.93172413793103
2023-01-03 02:00:00,0.39,11.14,5.43,3.55,67.38,40.64,9.85,67.38
2023-01-03 03:00:00,0.28,10.94,5.39,5.27,65.68,38.3,9.9,65.68
2023-01-03 04:00:00,0.34,11.34,5.27,5.5,67.7,36.75,9.8,67.7
2023-01-03 05:00:00,0.35,11.25,5.4,9.25,70.11,36.14,9.8,70.11
2023-01-03 06:00:00,0.4,11.08,5.36,11.35,71.63,36.12,9.84,71.63
2023-01-03 07:00:00,0.61,11.34,5.3,13.33,68.23,35.57,9.79,68.23
2023-01-03 08:00:00,0.69,11.12,5.38,15.36,66.88,37.29,9.8,66.88
2023-01-03 09:00:00,0.77,11.13,5.38,20.32,69.56,46.67,9.86,77.47689655172414
2023-01-03 10:00:00,0.67,11.1,5.39,21.41,70.62,56.24,9.87,93.64689655172414
2023-01-03 11:00:00,1.2,11.24,5.43,21.33,67.42,49.95,9.93,83.01896551724138
2023-01-03 12:00:00,0.78,11.22,5.27,22.51,65.85,44.82,9.97,74.35103448275862
2023-01-03 13:00:00,0.82,11.32,5.44,20.44,64.67,41.23,9.8,68.2851724137931
2023-01-03 14:00:00,0.7,11.25,5.28,15.26,65.23,41.05,10.05,67.98103448275862
2023-01-03 15:00:00,0.68,11.38,5.42,15.37,71.16,47.07,9.97,78.15275862068965
2023-01-03 16:00:00,0.76,11.18,5.42,15.34,71.79,45.03,9.94,74.70586206896552
2023-01-03 17:00:00,0.41,11.32,5.4,15.37,74.61,43.99,9.93,74.61
2023-01-03 18:00:00,1.03,11.34,5.42,15.22,73.29,40.98,9.95,73.29
2023-01-03 19:00:00,1.23,11.03,5.45,15.39,70.61,40.03,9.77,70.61
2023-01-03 20:00:00,1.03,11.03,5.25,15.46,75.13,42.35,9.92,75.13
2023-01-03 21:00:00,1.05,11.15,5.4,15.26,79.31,44.33,10.01,79.31
2023-01-03 22:00:00,0.87,11.44,5.31,13.52,73.29,47.78,9.91,79.35241379310345
2023-01-03 23:00:00,0.78,11.53,5.35,10.4,68.99,43.3,9.84,71.78275862068965
2023-01-04 00:00:00,0.49,11.35,5.43,4.27,65.98,44.8,9.87,74.31724137931035
2023-01-04 01:00:00,0.51,11.57,5.54,4.85,64.48,57.26,9.94,95.3703448275862
2023-01-04 02:00:00,0.48,11.32,5.38,4.84,65.75,50.26,9.94,83.54275862068965
2023-01-04 03:00:00,0.46,11.05,5.35,8.17,66.78,44.89,9.94,74.46931034482759
2023-01-04 04:00:00,0.4,11.51,5.29,8.71,66.34,41.33,9.98,68.45413793103448
2023-01-04 05:00:00,0.36,11.31,5.32,10.34,65.1,38.97,9.89,65.1
2023-01-04 06:00:00,0.38,11.08,5.43,10.2,65.66,37.13,9.85,65.66
2023-01-04 07:00:00,0.6,11.11,5.37,10.32,65.26,40.44,9.87,66.9503448275862
2023-01-04 08:00:00,0.82,11.36,5.28,10.3,69.34,53.79,9.9,89.50724137931034
2023-01-04 09:00:00,1.05,11.13,5.44,10.14,66.7,47.04,10.03,78.10206896551725
2023-01-04 10:00:00,1.27,11.08,5.42,15.44,65.4,42.98,9.94,71.24206896551723
2023-01-04 11:00:00,0.7,11.13,5.4,19.14,64.16,39.94,10.24,66.1055172413793
2023-01-04 12:00:00,0.74,11.45,5.36,26.22,63.73,37.81,10.29,63.73
2023-01-04 13:00:00,0.6,11.33,5.39,25.9,64.67,39.07,10.24,64.67
2023-01-04 14:00:00,0.685,11.58,5.26,25.87,71.15,46.76,10.11,77.62896551724137
2023-01-04 15:00:00,0.77,11.48,5.28,25.79,76.04,43.2,10.27,76.04
2023-01-04 16:00:00,0.9,11.24,5.36,19.9,82.32,40.92,10.31,82.32
2023-01-04 17:00:00,0.84,11.25,5.46,4.81,76.32,39.73,10.25,76.32
2023-01-04 18:00:00,0.99,11.27,5.39,4.92,72.99,39.26,10.18,72.99
2023-01-04 19:00:00,1.25,11.18,5.42,4.93,74.79,39.27,10.27,74.79
2023-01-04 20:00:00,1.38,11.09,5.56,4.81,70.23,42.59,10.17,70.58310344827586
2023-01-04 21:00:00,1.315,11.34,5.34,4.75,68.3,57.9,10.2,96.45172413793102
2023-01-04 22:00:00,1.25,11.31,5.37,4.85,68.86,51.2,10.21,85.13103448275862
2023-01-04 23:00:00,1.29,11.14,5.39,4.9,69.89,46.62,10.22,77.39241379310344
2023-01-05 00:00:00,0.99,11.09,5.41,3.89,73.85,42.48,10.27,73.85
2023-01-05 01:00:00,0.58,11.2,5.38,19.84,70.55,39.73,10.11,70.55
2023-01-05 02:00:00,0.42,11.26,5.38,19.76,68.05,38.45,10.18,68.05
2023-01-05 03:00:00,0.38,11.17,5.49,19.68,68.19,38.73,10.34,68.19
2023-01-05 04:00:00,0.40499999999999997,11.37,5.37,20.12,75.47,45.45,10.16,75.47
2023-01-05 05:00:00,0.43,11.29,5.39,19.84,74.98,59.43,10.18,99.03689655172414
2023-01-05 06:00:00,0.42,11.36,5.45,19.96,71.59,51.44,10.24,85.53655172413792
2023-01-05 07:00:00,0.53,11.38,5.41,19.85,70.51,45.7,10.42,75.83793103448276
2023-01-05 08:00:00,0.67,11.25,5.45,19.83,67.86,41.85,10.29,69.33275862068966
2023-01-05 09:00:00,1.13,11.12,5.39,19.85,65.72,39.15,10.29,65.72
2023-01-05 10:00:00,1.04,11.43,5.42,20.06,63.96,37.26,10.32,63.96
2023-01-05 11:00:00,0.13,9.03,5.01,22.83,63.97,36.95,11.38,63.97
2023-01-05 12:00:00,0.51,8.97,5.01,22.68,64.5,39.26,11.28,64.95655172413792
2023-01-05 13:00:00,0.94,9.02,4.94,22.8,68.76,56.25,11.37,93.66379310344828
2023-01-05 14:00:00,0.96,9.1,4.98,22.78,89.56,54.68,11.41,91.01103448275862
2023-01-05 15:00:00,0.97,8.98,5.04,22.57,100.09,79.59,11.18,164.46241379310345
2023-01-05 16:00:00,0.95,9.01,4.98,21.43,100.77,61.72,11.5,103.45793103448275
2023-01-05 17:00:00,0.94,8.89,4.94,14.25,95.63,64.88,11.24,114.24551724137929
2023-01-05 18:00:00,1.03,8.93,5.01,14.35,92.77,72.9,11.33,141.6241379310345
2023-01-05 19:00:00,1.29,8.98,4.93,14.39,86.81,41.59,11.38,86.81
2023-01-05 20:00:00,1.27,8.9,5.0,14.22,80.43,34.68,11.21,80.43
2023-01-05 21:00:00,1.21,9.03,5.04,14.21,80.1,34.16,11.21,80.1
2023-01-05 22:00:00,1.18,9.04,4.97,14.13,74.56,34.74,11.13,74.56
2023-01-05 23:00:00,1.02,8.94,5.01,14.25,71.69,34.85,11.24,71.69
2023-01-06 00:00:00,0.79,9.07,5.11,14.35,71.96,34.4,11.34,71.96
2023-01-06 01:00:00,0.59,9.07,4.93,2.34166666666667,71.0,42.34,11.38,71.0
2023-01-06 02:00:00,0.62,9.05,5.06,3.01375,73.74,55.61,11.24,92.58241379310346
2023-01-06 03:00:00,0.6,8.99,4.89,3.3175,73.54,54.42,11.01,90.57172413793103
2023-01-06 04:00:00,0.59,8.98,5.03,2.81416666666667,71.41,44.55,11.16,73.8948275862069
2023-01-06 05:00:00,0.65,9.07,4.97,4.04666666666667,69.61,36.45,11.32,69.61
2023-01-06 06:00:00,0.71,8.91,5.03,3.2735,67.61,34.23,11.13,67.61
2023-01-06 07:00:00,0.78,8.92,4.89,2.41208333333333,68.83,44.57,11.46,73.92862068965518
2023-01-06 08:00:00,0.93,9.08,4.95,2.30578947368421,76.11,51.06,11.43,84.8944827586207
2023-01-06 09:00:00,1.22,8.96,5.0,14.46,77.41,57.75,11.43,96.19827586206897
2023-01-06 10:00:00,1.5,9.01,5.06,14.25,89.68,68.65,11.24,127.11551724137934
2023-01-06 11:00:00,1.18,8.98,5.01,14.3,79.64,56.41,11.29,93.93413793103448
2023-01-06 12:00:00,1.02,9.06,5.01,14.58,73.25,43.27,11.55,73.25
2023-01-06 13:00:00,0.96,9.35,5.29,15.46,68.96,37.67,10.87,68.96
2023-01-06 14:00:00,0.97,9.94,5.83,16.53,67.04,42.48,10.41,70.39724137931034
2023-01-06 15:00:00,1.3,9.93,5.74,16.53,69.93,53.34,10.07,88.74689655172415
2023-01-06 16:00:00,1.0,9.95,5.84,16.8,74.52,50.98,10.34,84.75931034482758
2023-01-06 17:00:00,6.75,9.85,5.67,16.72,80.65,50.76,10.07,159.2721518987342
2023-01-06 18:00:00,1.27,9.97,5.79,16.53,75.81,44.62,10.34,75.81
2023-01-06 19:00:00,1.56,9.89,5.68,16.57,76.64,40.9,10.15,76.64
2023-01-06 20:00:00,1.62,9.95,5.85,3.05041666666667,74.47,40.98,10.31,79.31111111111112
2023-01-06 21:00:00,1.65,9.78,5.87,2.58375,72.63,46.62,10.27,80.94444444444444
2023-01-06 22:00:00,1.67,9.88,5.82,2.35791666666667,76.13,68.73,10.41,127.38862068965518
2023-01-06 23:00:00,1.42,9.91,5.68,3.41,76.77,57.66,10.39,96.04620689655172
2023-01-07 00:00:00,1.39,9.91,5.78,3.41,71.61,50.51,10.54,83.9651724137931
2023-01-07 01:00:00,0.97,9.76,5.79,6.5,70.53,45.22,10.2,75.02689655172414
2023-01-07 02:00:00,0.87,9.94,5.72,6.31,77.14,41.5,9.98,77.14
2023-01-07 03:00:00,0.76,9.88,5.64,6.42,76.77,39.35,9.72,76.77
2023-01-07 04:00:00,0.77,9.92,5.65,6.92,71.96,42.28,10.31,71.96
2023-01-07 05:00:00,0.82,9.84,5.75,16.47,72.33,55.34,10.15,92.12620689655174
2023-01-07 06:00:00,0.84,9.86,5.72,16.83,77.62,63.44,10.29,109.32965517241378
2023-01-07 07:00:00,0.92,9.85,5.67,16.58,74.29,54.41,10.17,90.5548275862069
2023-01-07 08:00:00,95.69,9.84,5.89,16.77,70.05,47.94,10.16,79.62275862068965
2023-01-07 09:00:00,1.16,9.83,5.63,16.49,67.5,43.42,10.37,71.98551724137931
2023-01-07 10:00:00,0.96,9.51,5.83,17.53,66.56,40.25,7.6,66.62931034482759
2023-01-07 11:00:00,0.83,9.98,6.55,18.98,73.3,52.91,9.16,88.0203448275862
2023-01-07 12:00:00,0.84,9.95,6.51,18.99,93.7,56.76,10.25,94.5255172413793
2023-01-07 13:00:00,0.65,9.83,6.54,18.92,99.52,85.13,10.21,183.3748275862069
2023-01-07 14:00:00,0.76,9.87,6.66,19.06,130.46,57.28,10.29,120.57409395973156
2023-01-07 15:00:00,1.0,9.67,6.7,19.23,157.57,53.08,10.37,138.58677852348993
2023-01-07 16:00:00,1.01,9.87,6.53,19.28,174.47,41.31,10.4,149.81563758389262
2023-01-07 17:00:00,0.98,9.93,6.62,18.73,188.17,17.66,10.12,158.918322147651
2023-01-07 18:00:00,0.98,9.75,6.48,18.75,183.01,79.82,10.13,165.24758620689653
2023-01-07 19:00:00,0.99,9.85,6.47,18.99,166.32,56.5,10.25,144.40053691275168
2023-01-07 20:00:00,0.99,9.88,6.59,15.96,135.87,54.52,10.23,124.16865771812081
2023-01-07 21:00:00,0.99,9.93,6.54,8.92,109.74,85.71,10.22,185.35482758620688
2023-01-07 22:00:00,0.99,9.95,6.54,8.89,96.29,64.65,10.2,113.46034482758623
2023-01-07 23:00:00,0.98,9.65,6.56,8.76,87.96,59.01,10.14,98.32724137931035
2023-01-08 00:00:00,0.99,9.8,6.39,9.01,80.13,50.88,10.26,84.59034482758622
2023-01-08 01:00:00,1.0,9.79,6.55,8.91,74.3,51.05,10.32,84.87758620689655
2023-01-08 02:00:00,0.99,9.92,6.48,8.89,76.39,56.72,10.17,94.45793103448275
2023-01-08 03:00:00,0.99,9.87,6.53,8.87,79.81,55.09,10.21,91.70379310344828
2023-01-08 04:00:00,0.98,9.81,6.53,9.08,74.11,48.13,10.13,79.94379310344829
2023-01-08 05:00:00,0.99,9.84,6.49,9.0,70.11,44.48,10.29,73.77655172413793
2023-01-08 06:00:00,0.99,9.9,6.46,9.07,69.36,41.86,10.19,69.36
2023-01-08 07:00:00,0.99,10.01,6.63,18.91,72.86,41.16,10.21,72.86
2023-01-08 08:00:00,1.0,9.81,6.49,19.2,69.07,45.95,10.36,76.26034482758621
2023-01-08 09:00:00,1.0,9.77,6.65,19.25,67.65,46.04,10.39,76.41241379310344
2023-01-08 10:00:00,0.87,9.96,6.62,18.95,68.02,42.32,10.23,70.12689655172414
2023-01-08 11:00:00,0.83,9.86,6.59,18.95,72.99,41.76,10.23,72.99
2023-01-08 12:00:00,0.77,10.01,6.66,18.89,69.79,46.08,10.2,76.47999999999999
2023-01-08 13:00:00,0.99,9.76,6.51,19.04,68.69,42.34,10.28,70.16068965517242
2023-01-08 14:00:00,1.0,10.01,6.53,19.13,68.29,42.42,10.38,70.29586206896552
2023-01-08 15:00:00,0.99,9.96,6.45,18.95,74.27,48.12,10.19,79.92689655172413
2023-01-08 16:00:00,0.99,9.84,6.38,18.95,74.63,43.75,10.21,74.63
2023-01-08 17:00:00,0.98,9.75,6.42,18.69,73.6,41.44,10.27,73.6
2023-01-08 18:00:00,1.0,9.73,6.51,3.11,73.83,41.08,10.25,73.83
2023-01-08 19:00:00,0.92,9.92,6.61,3.12,71.46,43.64,10.28,72.35724137931035
2023-01-08 20:00:00,1.0,9.94,6.59,3.08,69.4,42.78,10.15,70.90413793103448
2023-01-08 21:00:00,0.99,9.83,6.72,3.09,71.83,43.95,10.35,72.88103448275862
2023-01-08 22:00:00,0.99,9.94,6.62,3.1,68.22,47.35,10.4,78.62586206896552
2023-01-08 23:00:00,1.0,9.8,6.5,3.11,68.51,43.9,10.32,72.79655172413793
2023-01-09 00:00:00,1.0,9.86,6.53,3.1,74.23,44.3,10.32,74.23
2023-01-09 01:00:00,0.98,9.94,6.53,8.86,72.23,45.29,10.17,75.1451724137931
2023-01-09 02:00:00,1.0,9.88,6.57,9.17,80.47,49.26,10.33,81.85310344827586
2023-01-09 03:00:00,0.99,9.86,6.53,8.91,70.18,47.04,10.39,78.10206896551725
2023-01-09 04:00:00,0.99,9.8,6.56,10.84,72.55,50.97,10.15,84.74241379310345
2023-01-09 05:00:00,0.99,9.93,6.47,12.99,70.99,47.52,10.18,78.91310344827588
2023-01-09 06:00:00,1.0,9.92,6.49,11.11,68.46,45.17,10.25,74.94241379310346
2023-01-09 07:00:00,0.99,9.83,6.47,15.03,71.88,47.37,10.24,78.65965517241379
2023-01-09 08:00:00,0.98,9.83,6.5,16.83,77.85,46.86,10.29,77.85
2023-01-09 09:00:00,0.98,9.82,6.61,18.78,117.23,49.09,10.18,111.78369127516778
2023-01-09 10:00:00,0.99,9.75,6.68,18.93,122.8,52.19,10.25,115.48456375838926
2023-01-09 11:00:00,0.89,9.49,6.62,19.27,110.87,52.94,10.62,107.55791946308725
2023-01-09 12:00:00,0.87,8.99,6.83,19.59,91.27,51.11,11.2,91.27
2023-01-09 13:00:00,0.78,9.13,6.78,19.76,102.49,48.46,11.33,101.99
2023-01-09 14:00:00,0.68,8.88,6.72,23.76,110.87,58.09,11.22,107.55791946308725
2023-01-09 15:00:00,0.65,8.9,6.79,25.79,87.44,68.03,11.35,124.99896551724139
2023-01-09 16:00:00,0.58,9.0,6.77,25.25,86.33,63.39,11.32,109.15896551724138
2023-01-09 17:00:00,0.66,9.02,6.78,25.65,80.71,55.39,11.35,92.21068965517242
2023-01-09 18:00:00,0.81,9.08,6.67,25.83,76.14,51.84,11.42,86.21241379310345
2023-01-09 19:00:00,1.25,8.94,6.65,25.96,72.31,54.56,11.0,90.80827586206897
2023-01-09 20:00:00,1.72,8.94,6.64,10.78,80.18,48.68,11.22,84.75555555555556
2023-01-09 21:00:00,1.86,9.0,6.69,8.81,109.19,44.11,11.2,106.44167785234899
2023-01-09 22:00:00,1.18,8.99,6.8,5.67,89.95,42.09,11.04,89.95
2023-01-09 23:00:00,1.72,8.98,6.89,5.67,79.28,45.13,11.14,84.75555555555556
2023-01-10 00:00:00,1.34,9.07,6.78,5.36,72.59,50.49,11.08,83.93137931034482
2023-01-10 01:00:00,1.18,9.06,6.78,5.6,68.31,48.48,11.21,80.5351724137931
2023-01-10 02:00:00,1.08,9.04,6.66,5.68,65.69,52.96,11.14,88.10482758620691
2023-01-10 03:00:00,1.0,8.89,6.74,8.11,64.38,50.79,11.33,84.43827586206896
2023-01-10 04:00:00,1.0,9.07,6.73,8.6,67.41,47.35,11.22,78.62586206896552
2023-01-10 05:00:00,1.04,8.98,6.69,8.74,72.59,49.75,11.16,82.68103448275862
2023-01-10 06:00:00,1.14,8.97,6.92,8.72,70.23,51.78,11.3,86.11103448275863
2023-01-10 07:00:00,1.4,8.88,6.8,8.71,69.66,49.88,11.26,82.90068965517241
2023-01-10 08:00:00,2.14,9.14,6.81,8.58,68.54,52.05,11.32,101.50126582278482
2023-01-10 09:00:00,2.1,8.88,6.78,25.81,72.78,57.14,11.34,101.0
2023-01-10 10:00:00,1.32,8.9,6.68,25.7,73.92,49.85,11.35,82.85000000000001
2023-01-10 11:00:00,0.92,9.73,5.98,22.54,78.27,47.82,10.55,79.42
2023-01-10 12:00:00,0.76,10.68,4.53,17.88,78.81,56.69,9.81,94.40724137931034
2023-01-10 13:00:00,0.74,10.24,4.45,18.02,83.83,59.09,9.88,98.46241379310345
2023-01-10 14:00:00,0.88,10.61,4.43,18.19,83.92,54.63,10.05,90.92655172413794
2023-01-10 15:00:00,0.62,10.82,4.59,17.78,79.6,63.43,9.82,109.29551724137932
2023-01-10 16:00:00,0.77,10.79,4.56,18.06,90.18,71.09,9.91,135.4451724137931
2023-01-10 17:00:00,0.75,10.54,4.52,17.92,109.6,60.11,9.84,
2023-01-10 18:00:00,1.07,10.66,4.57,8.69,89.49,54.38,9.97,90.50413793103448
2023-01-10 19:00:00,1.45,10.57,4.54,8.65,77.98,51.79,9.81,86.12793103448276
2023-01-10 20:00:00,1.83,10.38,4.62,8.66,71.19,51.93,9.78,90.74444444444444
2023-01-10 21:00:00,1.86,10.36,4.54,7.69,67.07,52.52,9.75,92.37777777777778
2023-01-10 22:00:00,1.98,10.31,4.55,6.37,64.5,50.56,10.06,98.91111111111111
2023-01-10 23:00:00,1.53,10.43,4.49,6.39,62.99,54.63,9.8,90.92655172413794
2023-01-11 00:00:00,1.75,10.71,4.54,6.42,63.65,48.1,9.87,86.38888888888889
2023-01-11 01:00:00,1.02,10.49,4.58,5.71,69.42,44.67,9.93,74.09758620689655
2023-01-11 02:00:00,1.01,10.72,4.54,5.76,75.82,45.62,9.8,75.82
2023-01-11 03:00:00,1.19,10.51,4.63,5.69,76.19,46.08,10.11,76.47999999999999
2023-01-11 04:00:00,1.37,11.02,4.54,5.72,80.35,49.97,9.96,83.05275862068964
2023-01-11 05:00:00,1.15,10.69,4.4,5.71,77.92,47.74,10.0,79.2848275862069
2023-01-11 06:00:00,0.88,10.78,4.58,5.67,72.72,49.54,9.9,82.32620689655172
2023-01-11 07:00:00,0.9,10.82,4.46,5.64,70.62,50.02,9.78,83.13724137931035
2023-01-11 08:00:00,0.99,10.65,4.53,5.69,67.93,45.92,9.95,76.20965517241379
2023-01-11 09:00:00,1.13,10.35,4.6,18.07,67.96,44.77,9.97,74.26655172413794
2023-01-11 10:00:00,1.24,10.18,4.96,18.92,76.74,48.54,10.28,80.63655172413793
2023-01-11 11:00:00,0.97,8.95,6.3,22.72,79.28,55.13,11.85,91.77137931034483
2023-01-11 12:00:00,1.41,8.95,6.37,22.63,74.58,56.29,11.74,93.73137931034483
2023-01-11 13:00:00,1.3,8.94,6.16,22.74,74.93,60.79,11.87,
2023-01-11 14:00:00,0.81,8.93,6.44,22.66,90.66,67.61,11.96,123.5651724137931
2023-01-11 15:00:00,0.95,9.06,6.32,22.47,117.36,72.53,11.65,140.3610344827586
2023-01-11 16:00:00,0.87,9.01,6.36,22.47,96.51,75.25,11.49,149.64655172413794
2023-01-11 17:00:00,1.01,9.02,6.28,22.43,89.02,75.64,11.65,150.97793103448276
2023-01-11 18:00:00,1.08,9.01,6.3,22.54,79.42,69.9,11.83,131.38275862068969
2023-01-11 19:00:00,1.42,9.12,6.15,5.7,78.95,63.35,11.59,109.02241379310345
2023-01-11 20:00:00,1.64,9.01,6.38,5.6,84.25,57.13,11.67,95.15068965517241
2023-01-11 21:00:00,1.43,8.99,6.26,5.64,76.75,51.64,11.68,85.8744827586207
2023-01-11 22:00:00,1.08,8.87,6.15,5.6,79.23,46.63,11.38,79.23
2023-01-11 23:00:00,1.02,8.98,6.27,5.66,100.49,44.78,11.59,74.28344827586207
2023-01-12 00:00:00,1.21,9.02,6.22,5.66,86.92,46.36,11.7,86.92
2023-01-12 01:00:00,1.07,8.98,6.24,6.61,78.29,45.86,12.25,78.29
2023-01-12 02:00:00,0.83,8.9,6.26,6.61,72.49,48.39,11.74,80.38310344827586
2023-01-12 03:00:00,0.77,8.96,6.22,6.63,68.43,49.42,11.54,82.12344827586207
2023-01-12 04:00:00,0.83,9.11,6.16,6.55,66.46,44.45,11.85,73.72586206896553
2023-01-12 05:00:00,1.08,8.93,6.39,6.68,67.56,42.16,11.79,69.85655172413793
2023-01-12 06:00:00,1.01,9.04,6.41,6.6,65.65,44.33,11.74,73.52310344827586
2023-01-12 07:00:00,1.33,8.96,6.33,6.59,64.72,45.06,12.1,74.75655172413794
2023-01-12 08:00:00,1.55,9.03,6.29,6.58,66.13,47.91,11.69,79.57206896551723
2023-01-12 09:00:00,1.42,8.91,6.24,6.59,70.43,52.31,11.64,87.00655172413794
2023-01-12 10:00:00,1.28,9.02,6.19,22.61,67.66,46.48,11.76,77.15586206896552
2023-01-12 11:00:00,1.2,8.88,5.63,22.78,68.06,44.12,11.58,73.16827586206897
2023-01-12 12:00:00,0.64,7.43,2.22,22.57,73.39,50.59,9.89,84.10034482758621
2023-01-12 13:00:00,0.54,7.24,2.22,22.66,80.47,60.17,9.93,
2023-01-12 14:00:00,0.92,7.56,2.26,22.34,92.05,66.05,9.98,118.23965517241379
2023-01-12 15:00:00,0.98,7.36,2.24,22.59,102.21,89.84,9.86,199.45379310344828
2023-01-12 16:00:00,1.01,7.45,2.19,22.77,108.24,91.06,9.92,201.2048275862069
2023-01-12 17:00:00,0.99,7.31,2.24,22.64,108.86,93.57,9.88,209.77344827586205
2023-01-12 18:00:00,0.97,7.43,2.17,22.48,105.54,92.33,9.97,205.5403448275862
2023-01-12 19:00:00,1.02,7.42,2.16,4.72,103.17,84.95,9.86,182.7603448275862
2023-01-12 20:00:00,0.99,7.22,2.17,4.68,101.05,75.02,9.74,148.86137931034483
2023-01-12 21:00:00,1.0,7.4,2.24,4.6,93.03,63.14,9.78,108.3055172413793
2023-01-12 22:00:00,0.95,7.29,2.25,4.61,85.33,54.7,9.82,91.0448275862069
2023-01-12 23:00:00,0.97,7.35,2.21,4.59,81.52,50.84,9.9,84.52275862068967
2023-01-13 00:00:00,0.96,7.36,2.23,4.6,78.09,51.1,9.96,84.96206896551725
2023-01-13 01:00:00,0.99,7.42,2.14,10.85,75.89,46.15,9.95,76.59827586206896
2023-01-13 02:00:00,0.98,7.46,2.23,11.89,78.3,44.86,9.97,78.3
